,UUID,Substance
13548,b1c6807f-f681-4d9c-ad46-a31dd0a81a73,"Cistus ladaniferus, ext."
13549,06c6a9a4-3657-4de1-beac-9cbb8b9024c4,Citalopram
13550,9de549d1-3548-44a7-9ce3-d71f068d8076,Citraconic anhydride
13551,9f40fb13-bd6d-482b-b8a0-e4b06365f35f,Citraconic anhydride
13552,f41a0d17-2971-4f89-9c27-d3145a15c959,Citral
13553,c7257dca-af5a-44fb-85f7-bb2c3cfdbbd3,Citric acid
13554,b1244fef-c3df-4817-a8ab-7625b4d42ddc,"citric acid, esters with dodecan-1-ol"
13555,6e03a596-6942-4187-8857-e1ab9d2eb5f4,"Citric acid, nickel salt"
13556,8ff41973-e109-4f3a-9e67-1e8d941991d8,"Citric acid, sodium titanium salt"
13557,4335e374-cf76-4c4f-8547-b65d9d46f068,Citronellal
13558,c0b5d749-77b0-48d5-8074-0423482b10ef,Citronellal
13559,59f1d6d4-5c21-4299-8127-e9819e6db50d,Citronellol
13560,8f65a091-635f-437d-be7d-c98b1a9c06f5,Citronellyl acetate
13561,44cd84cc-e8f1-463c-93fa-d5fa48373025,Citronellyl butyrate
13562,ada4d591-02bc-418a-8d6b-ad34ce567e65,Citronellyl formate
13563,d467642f-0868-44d1-bcea-d6aade25c02a,CJ303
13564,fc508368-c2cd-43b6-b9fd-301ade9bd138,CJ309
13565,61dfd0ed-9dbb-4930-bc5e-bfea7f7c7016,CK 1169
13566,2374d813-ca21-4258-9d93-9e7431b7b49c,"Clarified oils (petroleum), catalytic cracked [A complex combination of hydrocarbons produced as the residual fraction from distillation of the products from a catalytic cracking process. It consists of hydrocarbons having carbon numbers predominantly greater than C20 and boiling above approximately 350°C (662°F). This stream is likely to contain 5 wt. % or more of 4- to 6-membered condensed ring aromatic hydrocarbons.]"
13567,3d58cd13-28a5-4fea-b8a2-e5e3bc9fefdc,Clemizole hydrochloride
13568,1364b88b-e4e8-47e3-8a26-48e63ddc73db,Climbazole
13569,0aaacd51-4116-4101-b6f3-531440e9cdc8,Clindamycin hydrochloride
13570,1bbbc59c-9328-43c9-a1a6-b0ca2f508a84,CLINPC
13571,ebc2d6ae-ebcf-43b1-aa88-1780566ba147,Clioquinol
13572,1105d269-aa32-489a-98b9-bbdd42bf34b9,Clobenzorex
13573,f18f2927-cd85-4897-bc56-5936fca1b331,CLOE
13574,c4b77fcb-20ac-445a-a3fa-d533fbadbcc8,Clofedano
13575,8ab404b1-6e9a-4b0a-866e-9ab47479f8af,Clomipramine
13576,ff41555b-c1a1-4e4f-8e85-b2e44159f01f,CLORO-3M-METANSULFONAT
13577,2b910a42-99d3-4f98-8f16-ca433772dbf2,Clorofene
13578,3fc3c510-1065-46d1-8096-55aa182163e2,"clothianidin (ISO); (E)-1-(2-chloro-1,3-thiazol-5-ylmethyl)-3-methyl-2-nitroguanidine"
13579,b04fd0bf-f07f-4f35-a668-210e08b699cb,"clothianidin (ISO); (E)-1-(2-chloro-1,3-thiazol-5-ylmethyl)-3-methyl-2-nitroguanidine"
13580,ce8b09fe-e7b8-4285-839d-0e63a53344e2,Cloxacillin sodium
13581,86960e52-db0e-40be-ae35-659a230b94d7,Cloxiquine
13582,8d48953e-239a-4e93-9b79-eb8865e4a727,CLR-3
13583,133d9861-de87-4515-8a23-76ec0c281fb1,C-M5
13584,8f7f580d-9b3a-4929-8660-e43761185a1a,CM-512
13585,7d26e50b-9201-46ce-a8cd-f01502102260,CMMPE
13586,f4977062-b4b3-44c6-9616-1ee85be292b1,CMP
13587,59dd3501-ae1f-4b5b-92bf-48cdfae495a5,CMTD
13588,b698b8c3-5061-4c07-9a52-eb41c0067c6f,CNN-2
13589,672f765f-6c8b-4acc-b5bd-82a8fbb5e1f4,CNN-3
13590,ee2a3602-76de-4ba9-86d9-105671c65175,CNN-4
13591,cbcd4874-c079-4ae1-9969-b21f0fab0e57,CNN-6
13592,ad49426c-f4ac-460d-9a2a-5fce925ab981,CNN-7
13593,5f941f51-230d-4071-b747-ed83fafa75d0,CNN-8
13594,cea590e9-d6ba-4764-bad0-741d1a7f12da,CNPU
13595,6a175920-160b-4b76-afe8-d74920b12912,"Co polymer of 2-methyl-2-adamantyl 2-methyl-2-propenoate, 2-"
13596,e2f6f786-0815-4fe1-8046-13746537c5ed,COAGULANT 110C
13597,55d490ff-b76c-433a-bf88-1f9506cbfc5e,COAGULANT 122
13598,f86a72a4-8afe-46f9-ae9f-8922ae12ea7c,COAGULANT 122 (SOLID)
13599,6babc1f7-4182-4ec3-844c-f019170ae65d,COASOL 290 PLUS
13600,38af9d0f-db77-4524-a3ae-6041291f693c,Cobalt
13601,da7abf4c-d5ad-41ef-9f53-a9901fddbb1f,"Cobalt aluminate blue spinel [This substance is identified in the Colour Index by Colour Index Constitution Number, C.I. 77346]"
13602,440a8848-e666-455c-ae83-6d488f7483ab,Cobalt bis(2-ethylhexanoate)
13603,12f37058-b934-4eba-8785-b72832047da2,Cobalt carbonate
13604,16b68a51-bd54-4c4c-b7e8-cabdfae19404,Cobalt carbonate
13605,cf0cd7f1-7696-4939-b32f-6923b1894f8b,"Cobalt chromite blue green spinel [This substance is identified in the Colour Index by Colour Index Constitution Number, C.I. 77343.]"
13606,22c9de99-6a4a-454a-a7bd-84d16c67e66d,"Cobalt chromite green spinel [This substance is identified in the Colour Index by Colour Index Constitution Number, C.I. 77344.]"
13607,d6b1933d-e706-4bbb-b892-08cef6302ae0,Cobalt di(acetate)
13608,ede5feed-e0d1-4387-bcbd-2a35d752c7cc,Cobalt di(acetate)
13609,f111d663-89ab-4369-ac58-ae5a26f1960a,Cobalt di(acetate)
13610,d0bcd63a-e723-412c-a51e-a4188f55e33b,Cobalt dibromide
13611,30c6b382-6eda-4073-b00f-1b6c576f587b,Cobalt dichloride
13612,8657990d-0406-401f-9c2d-cd7ad91a254a,Cobalt dihydroxide
13613,d6347492-86ca-46a0-9cc4-01307611bccd,Cobalt dinitrate
13614,d553abef-1736-4f17-9639-a5b7d08d3602,Cobalt disodium ethylenediaminetetraacetate
13615,d9bd7046-8ec4-4194-81ab-a77d5c4e52be,Cobalt hydroxide oxide
13616,9a318bf1-809a-420d-a83f-008d578188db,Cobalt lithium dioxide
13617,bec602c6-c8d4-4218-9eb0-0b8037d3ae27,Cobalt Lithium Manganese Nickel Oxide
13618,a8c7e414-ef03-4532-8bf7-8d9d45673dc2,cobalt lithium nickel oxide
13619,50308ff6-a586-4f6e-a3f2-5c03f13b38c2,Cobalt molybdate
13620,8113f2a4-46be-4db7-9d68-6b7629afa955,Cobalt Nickel Manganese Oxide
13621,9c3a7c27-9f62-41d7-a2b8-0ba755db58e7,Cobalt oxalate
13622,8b6f9172-4a35-4d41-8996-c5d5f5582199,Cobalt oxide
13623,a5bbef92-28bb-4d21-a429-f02946f881b1,Cobalt oxide
13624,1bf3b22a-b5d6-4f18-a284-6c848d919363,Cobalt sulphate
13625,f8e58edd-ab07-4740-b37f-56d676389d4c,Cobalt sulphate
13626,830fd5ce-96a3-4488-8240-acb4084d1bc0,Cobalt sulphide
13627,d84b2521-915a-4f5b-968e-0d8459e9a525,"Cobalt titanite green spinel [This substance is identified in the Colour Index by Colour Index Constitution Number, C.I. 77377.]"
13628,2a01d6c4-f773-4325-b62c-e6b63f391b2f,Cobalt trihydroxide
13629,6cbdb2e7-5751-44e6-9cfc-9d54cbc9f1b0,Cobalt wolframate
13630,8dad3772-e228-45ed-924e-ba9794bb5a95,"Cobalt zinc aluminate blue spinel [This substance is identified in the Colour Index by Colour Index Constitution Number, C.I. 77347.]"
13631,38394531-d20f-4310-a054-1960ee328dfe,"Cobalt zinc silicate blue phenacite [This substance is identified in the Colour Index by Colour Index Constitution Number, C.I. 77366.]"
13632,11c9eae2-8d3f-4570-8900-b8c34533d284,Cobalt(2+) C3/C10 carboxylates salts
13633,70d00181-f610-450d-9057-915dafa94936,Cobalt(2+) disulphamate
13634,41866b5b-e929-4fab-a512-1cb13f735037,Cobalt(2+) hydrogen citrate
13635,640d97fd-45a4-4495-8355-3bc2b7b9f610,Cobalt(2+) propionate
13636,9137f1e1-54e1-429c-a8d0-12220a630789,Cobalt(II) 4-oxopent-2-en-2-olate
13637,f560021a-1584-452a-84bf-ed84c340e35e,"Cobalt, [29H,31H-phthalocyaninato(2-)-N29,N30,N31,N32]-, sulfonated, sodium salts"
13638,bc370785-abf9-4b45-adf4-2b0e2943c600,"Cobalt, acetylacetone 6-methyl-2,4-heptanedione complexes"
13639,7c6ad8d1-262d-40d2-826f-3eb1b9e1fcce,"Cobalt, borate 2-ethylhexanoate complexes"
13640,2b94ec59-97b6-4160-990b-869a5ed56505,"Cobalt, borate neodecanoate complexes"
13641,33faee0e-1156-4ffe-b8e7-bdfcb386dae4,"Cobalt, borate propionate complexes"
13642,34eacb90-cd0b-4837-a200-0a791c5beac7,"Cobaltate(1-), bis[2-(3-chlorophenyl)-2,4-dihydro-4-[[2-hydroxy-5-(methylsulfonyl)phenyl]azo]-5-methyl-3H-pyrazol-3-onato(2-)]-, hydrogen, compd. with [1R-(1α,4aβ,10aα)]-1,2,3,4,4a,9,10,10a-octahydro-1,4a-dimethyl-7-(1-methylethyl)-1-phenanthrenemethanamine (1:1)"
13643,4aa94a77-cc62-4ab9-9e05-fcf3b8d2705a,"Cobaltate(1-), tetracarbonyl-, sodium (1:1), (T-4)-"
13644,f3d9c8ff-0163-41d3-98d7-636533ea781b,"Cobaltate(3-), bis[4-[4-[[4-[4-[[5-(aminosulfonyl)-2-hydroxyphenyl]azo]-4,5-dihydro-3-methyl-5-oxo-1H-pyrazol-1-yl]phenyl]azo]-4,5-dihydro-3-methyl-5-oxo-1H-pyrazol-1-yl]benzenesulfonato(3-)]-, trisodium"
13645,a06f7a01-8bed-4cb5-9d8a-c6fc34dfaddb,"Cobaltate(3-), bis[6-amino-5-[(2-hydroxy-3,5-dinitrophenyl)azo]-1-naphthalenesulfonato(3-)]-, sodium"
13646,e8f3171e-3898-41a4-9be5-174169d4cb55,COBF
13647,a7aa77ad-6651-4aa4-b38f-d269f4c49001,COBRATEC 911 (90%)
13648,62844126-81de-4e90-b513-6eb17490d809,"Cocoa, ext. [Extractives and their physically modified derivatives such as tinctures, concretes, absolutes, essential oils, oleoresins, terpenes, terpene-free fractions, distillates, residues, etc., obtained from Theobroma cacao, Sterculiaceae.]"
13649,a90a5bb3-a2f6-49cf-a8a4-99d8c8f8fe7e,"Cocoa, powd., alkalized"
13650,3e9ddd27-579a-4249-9b16-aa457f9c2e00,Cocoalkyl (4-Oβ-D-galactopyranosyl)-D-gluconamides [LACTOBIONKOKOSAMID]
13651,80ccfeb7-cffb-4663-85d5-924efcebc76e,Cocodimonium hydroxypropyl hydrolysed keratin
13652,ce40f9a4-304a-40fc-a6d3-4d595110ad41,"Coconut oil, hydrogenated"
13653,79d37d94-028a-46be-b1d0-541ec073f7ba,"Coconut oil, reaction products with boric acid (H3BO3), diethanolamine and glycerol"
13654,d624c402-bea1-44a3-8914-15b62feba437,"coconut oil, reaction products with glycerol esters of 3,5-bis(1,1-dimethylethyl)-4-hydroxybenzenepropanoic acid"
13655,da73582e-8cf4-499a-9cbb-781de0802bb3,"coconut oil, reaction products with glycerol esters of 3,5-bis(1,1-dimethylethyl)-4-hydroxybenzenepropanoic acid"
13656,300d8bcc-cd2d-4c37-b8ef-64e8805ab72c,"Coconut oil, reaction products with polyethylene glycol and trimethylolpropane"
13657,0ac4893b-ebad-4b1e-b92a-bf8a80e921c1,"Co-crystal of 4-bromo-2-isopropylphenol and 1,4-diazabicyclo[2.2.2]octane (2:1)"
13658,eedbbd00-3fbe-4289-a5d2-de01a8c5de4e,Codeine
13659,9ab8a676-b494-4ba6-9f4d-a4024df5b53b,Codeine hydrobromide
13660,702d71f7-8d5f-45c4-9ab2-be9f57e9b067,Codeine sulphate
13661,7e3177ab-b13f-4fe0-a863-f7140d8a23c4,"Coffee, bean, roasted, ext."
13662,f2bc57e5-aba6-44c7-b8ed-16af0f2e2dfd,"Coke (coal), naphtha cracking ethylene manuf. by-product [Coke formed by cooling, to approximately 1500°C, hot acetylene containing split gases from aromatic residual oil produced from ethylene production by naphtha cracking at 800°C to 900°C (427°F to 482°F) (coal derived).]"
13663,ba219899-bb55-4e8b-be0d-7453a3f19e62,Coker isomerized circular naphtha
13664,18133c75-069f-49ef-bdeb-2bae0b301d28,"ColaLiquids DC5, DL, DM (Commercial names)Cocamide DIPA (INCI name)"
13665,e4d50c6c-8986-43df-9eba-462187845f8d,Colchicine
13666,789b6796-70f2-4a0a-b908-dee5525a5c66,Colchicoside
13667,58168bb2-c6c9-485f-90c2-555e1e8897f1,"Combustion product from Tank 105 (106), organic phase"
13668,260a9fe2-ed4f-4bce-b6a9-707345c7cfa8,"Commiphora myrrha, ext."
13669,fe40c147-ef67-46c3-9b6e-e1d0df662836,"Commiphora myrrha, ext. [Extractives and their physically modified derivatives such as tinctures, concretes, absolutes, essential oils, oleoresins, terpenes, terpene-free fractions, distillates, residues, etc., obtained from Commiphora myrrha, Burseraceae.]"
13670,d7b6a25a-2769-45e9-ae98-ae8dfb4a0ec1,complex mixture from biological origin
13671,e5989ba0-6b10-4f26-8771-5902d6a4d061,"Complex of cobalt(III)-bis(N-phenyl-4-(5-ethylsulfonyl-2-hydroxyphenylazo)-3-hydroxynaphthylamide), hydrated (n H2O, 2<n<3)"
13672,6cea121e-3941-4aa7-8365-96dfff204304,complex reaction mass of Chinese gum rosin post reacted with acrylic acid
13673,9a826d25-48f0-4ee3-8777-3366050ca4ac,complex reaction mass of Chinese gum rosin post reacted with acrylic acid
13674,cae9b9cd-47a2-4c6c-9470-76721882b34b,complex reaction mass of Chinese gum rosin post reacted with acrylic acid
13675,df05e514-a97e-410f-9b13-206592c0eda5,"Complex substance of 4,11,11-trimethyl-8-methylenebicyclo[7.2.0]undec-4-ene and 4-allyl-2-methoxyphenol and 4-allyl-2-methoxyphenyl acetate"
13676,86094b65-aeb7-43c4-86a2-695d027c8945,"Complexation products of bismuth(3+) neodecanoate with propane-1,2-diol, propoxylated and 2,2',2'',2'''-ethylenedinitrilotetraethanol"
13677,a6a4808e-c5b0-454a-84d5-7e5789f50edf,Complexation products of sodium tartrate with iron trichloride
13678,09b5e8f9-7068-4f00-8a13-cd4ca81e6525,Compounds of alkylphosphates and amine
13679,433acb6e-87de-45f9-911d-cfdd8f04b5f7,COMPUND 7518
13680,39fc3035-eb2e-4be7-831b-e1eae0e80020,"Concentrates of lead and zinc compounds with sulfur resulting from hydrometallurgy (hot acid leaching, super-hot acid leaching and flotation)"
13681,b8d93089-baaf-4cfa-b8de-35328f828909,Concrete obtained from lichen of Evernia prunastri(Parmeliaceae) by extraction with a mixture of polar and apolar solvents
13682,aa06e70b-ade8-4b0d-9f99-1a59c947abaf,Concrete obtained from lichen of Pseudevernia furfuracea (syn evernia furfuracea)(Parmeliaceae) by extraction with a mixture of polar and apolar solvents
13683,75b9b08c-6acb-40fa-a099-8dca194e8820,Concrete of Cistus ladaniferus (Cistaceae) obtained from labdanum gum by organic solvant extraction.
13684,445d3125-2d66-4cf6-a68c-480cb4fd56b2,Concrete of Cistus ladaniferus (Cistaceae) obtained from stems and leaves by organic solvents extraction
13685,7b22045a-822d-4b51-9a98-7606a9cb6d0d,Concrete of honeycomb cells of the bee by hexane extraction
13686,2ee55d6d-8d01-48fb-a5c0-3225a83e3779,"Concrete of Jasmine, obtained from Jasmine blossoms (Jasminum grandiflorum) by extraction with a non-polar solvent"
13687,ffd48689-39a9-48b8-a768-a52b99b123c6,Concrete of Rosa Damascena (Rosaceae) obtained from fresh flowers by extraction with an apolar solvent
13688,47cc23a3-3772-4714-90c5-901b9805f69d,"Concrete of Salvia sclarea L. (Lamiaceae) obtained from leaves, flowers and twigs by apolar hydrocarbon solvent extraction with or without purification by molecular distillation"
13689,56a1b22f-e786-413f-a945-e12b19e63433,Concrete of Spilanthes acmella (oleracea) obtained from flowers by extraction with organic solvent
13690,244d594c-961f-48d8-8c89-611872c44389,Concrete of Trigonella foenum graecum L. (Leguminosae) obtained from seeds by extraction with organic solvents
13691,e6b9b4af-ac2f-4937-bd7e-61d49e71e98d,"Condensates (petroleum), vacuum tower [A complex combination of hydrocarbons produced as the lowest boiling stream in the vacuum distillation of the residuum from atmospheric distillation of crude oil. It consists of hydrocarbons having carbon numbers predominantly in the range of C11 through C25 and boiling in the range of approximately 205°C to 400°C (401°F to 752°F).]"
13692,87c88465-120e-4ff5-8fc0-1ada25b42f12,"Condensation product of: 3-(7-carboxyhept-1-yl)-6-hexyl-4-cyclohexene-1,2-dicarboxylic acid with polyamines (primarily aminoethylpiperazine and triethylenetetramine)"
13693,a9b21321-11f5-4b56-9e14-899f8eb06aad,Condensation product of: bis[sodium(oxysilanylpropylmethoxy/ethoxyphosphonate)] and sodium metasilicate [SIFOSIL; SIFOSIL KONZENTRAT G 96-00 FEST]
13694,0690c2e1-0ce3-4c2f-b323-5275dc4ff6bf,"Condensation products of Dihydrofuran-2,5-dione, mono-alkenyl derivs. with polyethylene amine and acetic anhydride"
13695,049604c5-8f0e-47e5-ae58-ae29930816d5,"Condensation products of fatty acids, tall oil with 2-amino-2-ethylpropanediol"
13696,922fc348-e172-4318-93c4-4de19e53e434,"Condensation products of m-phenylenebis(methylamine) with condensation products of 4-methyl-m-phenylene diisocyanate with alcohols, C10-14 (even numbered)"
13697,4f14afdd-6037-4808-8fff-2a941572c01f,"Condensation products of m-phenylenebis(methylamine) with condensation products of 4-methyl-m-phenylene diisocyanate with alcohols, C10-14 (even numbered) and condensation products of 4-methyl-m-phenylene diisocyanate with butyltriglycol"
13698,f201bcb3-121d-4961-abe0-31be38e600b6,Condensation products of N-(2-aminoethyl)octadecanamide and N-(2-aminoethyl)hexadecanamide with sebacic acid
13699,263246df-631f-4685-b756-2c00bfc434b9,Condensation products of N-(6-aminohexyl)-12-hydroxyoctadecanamide and sebacic acid
13700,c56b33d8-26d0-45f7-8b01-3e1a45c6878e,Condensation products of oil shale alkylresorcinols and formaldehyde
13701,f72ae39d-b900-40eb-bb98-d723f943589c,Condensation products of phenol and salicylaldehyde
13702,76ca1cd7-28a3-4bb4-8826-32a75bf11525,Condensation products of tetramethylenediamine with hydrogenated fatty acids of castor-oil
13703,32d6c9a4-48ab-4d2a-8a8c-a039f4eb9bde,"Condensation products of triethanolamine with addition products of fatty acids, C18 (unsaturated) alkyl with maleic anhydride"
13704,a07933e5-c095-4649-8313-791e4962bad2,Confidential
13705,3476f68c-6ce8-48a0-9dd2-ccc1869f26fe,Constitutional isomers of penta-O-allyl-β-D-fructofuranosylα-D-glucopyranoside; Constitutional isomers of hexa-O-allyl-β-D-fructofuranosylα-D-glucopyranoside; Constitutional isomers of hepta-O-allyl-β-D-fructofuransoylα-D-glucopyranoside [ALLYL SUCROSE]
13706,430f2fbd-f755-4413-9e61-184e8fff4995,Constitutional isomers of penta-O-allyl-β-D-fructofuranosylα-D-glucopyranoside; Constitutional isomers of hexa-O-allyl-β-D-fructofuranosylα-D-glucopyranoside; Constitutional isomers of hepta-O-allyl-β-D-fructofuransoylα-D-glucopyranoside [ALLYL SUCROSE]
13707,fac994ba-04b6-4353-a0ff-43cbe01c1d9b,COOLER 2
13708,0e86e1bb-99f3-4bd9-aa08-6afecc2cbf07,COOLWOOD STEP 2
13709,1820dcd5-50b5-4792-91a0-8d9483008418,"Co-polymer of 2-methyl-1,3-propanediol and ethylene glycol with maleic anhydride and adipic acid [MPDIOL POLYESTER C1 HIGH]"
13710,dbdd3ce1-04b3-4602-83bc-906b6233770e,"Co-polymer of 2-methyl-1,3-propanediol and ethylene glycol with maleic anhydride and adipic acid [MPDIOL POLYESTER C1 LOW]"
13711,68d8fa8f-b6ea-4d33-a019-74adbe74b01c,"Copolymer of 2-propenoic acid, 1,1,4,4-tetramethyl-1,4-butanediyl ester, 4-ethenylphenol and 1-ethylcyclohexyl-2-propenoate dimethyl-2,2'azobis-[2-methylpropenoate] initiated"
13712,87e13f3b-0746-4bf8-96ed-517d46c55b05,"copolymer of 4-hydroxystyrene, t-butylacrylate ,styrene and 2,5dimethyl-2,5-diacryloxyhexane"
13713,cb8787f1-f2e6-463a-99d3-68552bee190d,"Copolymer of hexanedioic acid and 1,5-pentanediol"
13714,ef8160aa-77de-48e8-b8da-3a9d5562aa6f,COPOLYMER OF METHYL METHACRYLATE
13715,c979d88a-cf6c-4430-b0bb-77681aa7945d,Copolymer of vinyl-alcohol and vinyl acetate partially acetilized with 4-(2-(4-formylphenyl)ethenyl)-1-methylpyridinium methylsulfate [SPP-H-13]
13716,f62ebbd9-3b01-4d3e-8d4c-c7b33016d2a7,Copolymer of vinyl-alcohol and vinyl acetate partially acetilized with 4-(2-(4-formylphenyl)ethenyl)-1-methylpyridinium methylsulfate [SPP-LS-400]
13717,3f62f884-400d-4d50-884d-1f41e12ce8fd,Copolymer of vinyl-alcohol and vinyl acetate partially acetilized with 4-(2-(4-formylphenyl)ethenyl)-1-methylpyridinium methylsulfate [SPP-US-130]
13718,a86725a5-6b33-48e0-a9d4-0af4e9bd1ad5,Copper
13719,dfa6334e-2383-42cf-9544-340dfd2e18a7,Copper
13720,4b40ed13-d6dc-49fa-bcf4-2857a181f9ff,Copper bis(dimethyldithiocarbamate)
13721,6c45b85c-a6bc-4d12-b507-6b9dc37415ce,Copper bromide
13722,e90cb880-fee3-4476-b6a1-65193bde771d,Copper Chelate Complex
13723,5a8afa4d-89b4-47c8-a8e9-b581faff6454,Copper chloride
13724,a0967479-3436-4523-a456-4481f147b03b,Copper chloride
13725,fc8b47b8-d3da-41a8-89d3-1aa4e9fce0e0,Copper chloride
13726,0e6db450-f1ee-4962-b1c0-50ee5076cd64,Copper chlorophthalocyanine
13727,f3f1e965-f433-4e81-800a-8f5310f89e3d,"Copper chromite black spinel [This substance is identified in the Colour Index by Colour Index Constitution Number, C.I. 77428.]"
13728,944375ef-1859-48d4-85dd-09700954eb83,Copper compound
13729,0c496056-62f5-47fd-ace2-61de215b883c,Copper cyanide
13730,ff0b7801-8839-40d8-a998-9830c3bb4650,Copper cyanide
13731,f69ed684-8040-4aa8-9d29-c3b677265f6d,Copper di(acetate)
13732,407e2bf0-45c4-4edb-9c18-e32ebc95e9fe,Copper dibromide
13733,0ec8bb6c-4763-4b76-b9a9-b965f1c759be,Copper dichloride
13734,f856d628-f7d8-4eea-822b-be424cbc3c3b,Copper dichromium tetraoxide
13735,a98141cf-b856-48a9-824b-14da90b2d81d,Copper di-D-gluconate
13736,6c775d7e-a0fb-4cfe-9877-4f823d0a76e0,Copper diformate
13737,4190b0bd-822e-4890-b53d-deccc37be07a,Copper dihydroxide
13738,47d32773-8254-4e52-98dd-d65b6cf9b9bb,Copper dinitrate
13739,868b3ba5-62c6-4085-acfa-5a62c8927ec7,Copper dioleate
13740,d450e937-a99c-48ae-82f3-9f06ee31f89f,Copper glycinate
13741,a5592784-98f0-4ba4-b60e-e7e374aa9d4d,Copper glycinate sulfate
13742,0988416a-2e27-45e8-a01a-f26d67518050,Copper hydroxide nitrate (Cu2(OH)3(NO3))
13743,c20397b1-c900-4311-b792-1d67a04de6a8,Copper hydroxide nitrate (Cu2(OH)3(NO3))
13744,c9c425e9-d20c-4b7c-8fb1-a5cdb5c19a2e,Copper iodide
13745,142cd716-0fc6-4f31-9ea7-0e632284c56f,Copper oxide
13746,4229a864-c4f9-4cac-930e-00420479aaab,Copper oxide
13747,aedb4be2-162b-47d1-be07-72e7848e44a6,Copper phtalocyanine monosulfonated and disulfonated
13748,3c08670c-2fb4-4016-9176-5bc2f7112d0f,Copper phthalocyanine direct dye
13749,6e54434d-e6e9-4ffe-bec7-67e04c64e9f0,COPPER PORPHYRIN
13750,ed37446a-3e22-4e1e-ab6e-fddfbc34ce25,"copper sulfate;N'-[2-(2-aminoethylamino)ethyl]ethane-1,2-diamine"
13751,bc573f6c-0d6c-4e14-8e90-8aac87e0699e,"copper sulfate;N'-[2-[2-(2-aminoethylamino)ethylamino]ethyl]ethane-1,2-diamine"
13752,72a314a5-c65e-4164-af85-df0371d67ab2,Copper sulphate
13753,8e45a4fc-9cd0-4c41-a7eb-5a9fcabf5da9,Copper sulphate
13754,5e83b138-2998-4d11-95aa-104980d75240,Copper sulphide
13755,2f93cc18-fc3a-4b38-8107-d7e64aa5b2e5,"copper sulphide and zinc chloride sulphate hydroxide, recovery products from copper and zinc dusts"
13756,683c3a46-8038-461c-a99b-bbd1d87aa19a,Copper thiocyanate
13757,847768a1-4e3d-4f98-ae55-85abe351dca3,Copper(2+) neodecanoate
13758,23c8266b-c141-447d-bea8-77b2354fd2d2,Copper(2+) tetrafluoroborate(1-)
13759,6f779aaa-4b84-4b4b-91b0-c1934fe96b47,"Copper(2+), bis[N-[amino(imino-.kappa.N)methyl]urea-.kappa.O]-, nitrate (1:2)"
13760,226592a1-f071-4e89-b70c-e9c91f18ea1f,Copper(II) carbonate-copper(II) hydroxide (1:1)
13761,3004e3e6-559e-4a64-8e0b-fa4144c82cb1,Copper(II) carbonate-copper(II) hydroxide (1:1)
13762,5947d8cb-d2a7-4886-8932-dddad4b2ca93,Copper(II) carbonate-copper(II) hydroxide (1:1)
13763,bb0b0d5c-85e7-445e-b4b1-0d6f083d4c0c,Copper(II) methanesulfonate [KUPFER-II-METHANSULFONAT; KUPFERMETHANSULFONAT]
13764,e02d753b-b529-4f3a-beb0-bd4af546f6b7,Copper(II) methanesulfonate [KUPFER-II-METHANSULFONAT; KUPFERMETHANSULFONAT]
13765,59fc4b22-8e7f-4b89-94b1-3a2dd5f41ee0,"Copper, .beta.-resorcylate salicylate lead complexes"
13766,a64475c2-7838-46cc-9253-c8ca071055ef,"Copper, [[[[3-[(5-chloro-2,6-difluoro-4-pyrimidinyl)amino]phenyl]amino]sulfonyl]-29H,31H-phthalocyaninato(2-)-N29,N30,N31,N32]-, aminosulfonyl sulfo derivs., sodium salts"
13767,c0a9107b-1c19-4104-acbd-d2ce4066ea1a,"Copper, [29H,31H-phthalocyaninato(2-)-.kappa.N29,.kappa.N30,.kappa.N31,.kappa.N32]-, aminosulfonyl [(2-hydroxyethyl)amino]sulfonyl sulfo derivs., sodium salts"
13768,65cf7028-94ac-4faa-aceb-0af0402182eb,"Copper, [29H,31H-phthalocyaninato(2-)-.kappa.N29,.kappa.N30,.kappa.N31,.kappa.N32]-, sulfonated, sodium salts"
13769,b305d8eb-9272-4e68-8984-f8ab3f2ee2b1,"Copper, [29H,31H-phthalocyaninato(2-)-N29,N30,N31,N32]-, (1,3-dihydro-1,3-dioxo-2H-isoindol-2-yl)methyl derivs."
13770,9d669fed-cd2d-4266-959c-9524f80ce842,"Copper, [29H,31H-phthalocyaninato(2-)-N29,N30,N31,N32]-, [[2-[(4-chloro-6-methoxy-1,3,5-triazin-2-yl)amino]ethyl]amino]sulfonyl sulfo derivs., sodium salts"
13771,c0ac5932-6788-40bb-a472-26c44ff32b87,"Copper, [29H,31H-phthalocyaninato(2-)-N29,N30,N31,N32]-, [[3-(1-methylethoxy)propyl]amino]sulfonyl derivs."
13772,392fe8d2-a2f1-4d2a-93ab-2448a67140f9,"Copper, [29H,31H-phthalocyaninato(2-)-N29,N30,N31,N32]-, [[3-(cyclohexylamino)propyl]amino]sulfonyl derivs."
13773,d72fb099-b309-42ef-82e8-5a835023cfb3,"Copper, [29H,31H-phthalocyaninato(2-)-N29,N30,N31,N32]-, [[3-(dimethylamino)propyl]amino]sulfonyl derivs."
13774,eed4aaba-4f63-4282-b482-136a1d2154c0,"Copper, [29H,31H-phthalocyaninato(2-)-N29,N30,N31,N32]-, [[3-(dimethylamino)propyl]amino]sulfonyl derivs., acetates"
