,UUID,Substance
171,cacee1bb-dd2f-4cf1-8f84-7fb7b67b4315,"(1R,8S)-2,2,7,7-tetramethyltricyclo[6.2.1.0^{1,6}]undec-5-en-4-one"
172,9d9e7bd2-18a0-47a5-99c8-212eca851a23,"(1RS, 2SR) (+/-) Methyl trans 2,6,6,-trimethyl-3-cyclohexene-1-carboxylate"
173,103a7025-e207-4e03-829a-e18f7fcad354,"(1RS,2RS,3RS,6RS,8SR)-8-methoxytricyclo[5.2.1.0(2,6)]decane-3-carbaldehyde;(1RS,2RS,4SR,6RS,8SR)-8-methoxytricyclo[5.2.1.0(2,6)]decane-4-carbaldehyde;reaction mass of: (1RS,2RS,3SR,6RS,9SR)-9-methoxytricyclo[5.2.1.0(2,6)]decane-3-carbaldehyde"
174,c27a2f73-6e6d-4fff-bc52-81b823e528a1,"(1RS,2SR,7SR,8SR,Z)-10-ethylidene-3-oxatricyclo[6.2.1.0(2,7)]undecan-4-one;(1RS,2SR,7SR,8SR,Z)-9-ethylidene-3-oxatricyclo[6.2.1.0(2,7)]undecan-4-one;reaction mass of: (1RS,2SR,7SR,8SR,E) 9 and 10-ethylidene-3-oxatricyclo[6.2.1.0(2,7)]undecan-4-one"
175,c32b84b7-2661-46e1-bfe7-2d8142867a0f,"(1RS,4Z,8E,12RS)-13-oxabicyclo[10.1.0]trideca-4,8-diene"
176,9c3a07fc-6b91-4942-8dbc-73e67c4fb377,(1S)-(+)-2-AZABICYCLO[2.2.1]HEPT-5-EN-3-ONE
177,8238c5d5-8506-44bb-85e5-1353cce82ae5,"(1S)-1,2,3,4-tetrahydro-1-phenylisoquinoline"
178,b1fb4882-8d94-49be-b869-8b98c3b3f46c,"(1S)-1-[(2R)-6-fluoro-3,4-dihydro-2H-1-benzopyran-2-yl]-1,2-Ethanediol"
179,221f5ec3-c2df-4b90-a2ab-0ca79122a463,"(1S)-1-[3-(dimethylamino)propyl]-1-(4-fluorophenyl)-1,3-dihydro-2-benzofuran-5-carbonitrile"
180,dd074597-1507-4960-99e8-6f2e06c8707d,"(1S)-1-{(2R)-3,4-bis[(2-hexyldecanoyl)oxy]-5-oxo-2,5-dihydrofuran-2-yl}ethane-1,2-diyl bis(2-hexyldecanoate)"
181,6ca72efd-4abd-4b55-92f2-bc77a58e46c1,(1S)-1-cyclopropylethanamine; (2R)-2-hydroxy-2-phenyl-acetic acid
182,a9e66a7c-4804-45bc-9345-5cbf4737260e,(1S)-1-NAPHTHYLETHYLAMINE
183,15ffef74-e908-4416-ba73-b4b804e53601,(1S)-1-Phenylethanaminium (2S)-2-(2-fluorobiphenyl-4-yl)propanoate
184,2ac7f933-ad4e-4149-b608-81dde01b577b,"(1S)-2-(benzylamino)-1-[(2R)-6-fluoro-3,4-dihydro-2H-chromen-2-yl]ethanol"
185,21622b4d-e8e4-4a18-a63b-1afabf3e991f,"(1S)-2-chloro-1-[(2R)-6-fluoro-3,4-dihydro-2H-chromen-2-yl]ethanol"
186,1f26a341-0345-4b55-a9ce-8428905d1672,"(1S)-2-chloro-1-[(2S)-6-fluoro-3,4-dihydro-2H-chromen-2-yl]ethanol"
187,83d9fdbc-aeeb-4bdb-92e7-a9d8026b219e,(1S)-2-chloro-1-methyl-2-oxoethyl acetate;(S)-(-)-2-acetoxypropionylchloride
188,01f5b975-fa1d-4907-a458-30ac45c48680,"(1S)-2-methyl-2,5-diazobicyclo[2.2.1]heptane dihydrobromide"
189,b5749f3e-63a4-4029-8974-5bcf9d433dd9,"(1S)-3,7,7-trimethylbicyclo[4.1.0]hept-3-ene"
190,69ab85a5-a06f-40f5-b5ea-b2fd4cd1c391,"(1S, 5R) – (-)- 2-oxabicyclo(3.3.0.) oct-6-en-3-one"
191,c98f9898-1c82-4e76-9085-2eb22418827e,"(1S,1R)-(5R,5S)-1-Phenyl-2-oxo-3-oxabicyclo[3.1.0]hexane"
192,43d6117d-32a2-4d85-9de4-7590dd61fe1f,"(1S,1'R)-[1-(3',3'-dimethyl-1'-cyclohexyl)ethoxycarbonyl]methyl propanoate"
193,4dd637a0-2394-4c19-a567-b699033d2d50,"(1S,1'R)-[1-(3',3'-dimethyl-1'-cyclohexyl)ethoxycarbonyl]methyl propanoate"
194,eec21337-e05a-4362-84cc-9388428d680c,"(1S,2R,5S,10R,11S,15S)-2,15-dimethyl-14-(pyridin-3-yl)tetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵] heptadeca-7,13-dien-5-ol"
195,a47df1fd-f32d-4195-8b6a-8e8e52ff39c3,"(1S,2S,3R,5S)-2,6,6-trimethylbicyclo[3.1.1]heptane-2,3-diol"
196,0cfcb7ef-7811-44d8-81ba-6036c1fe1e3a,"(1S,2S,5S)-2-(2-chloroethyl)-6,6-dimethylbicyclo[3.1.1]heptane"
197,39b76bad-14c2-4c1d-afd6-8397a9ec481c,"(1S,3R,4R,5R)-methyl 3-acetoxy-4,5-dihydroxycyclohexanecarboxylate"
198,7f94eece-a75a-4c88-a037-b90dbdbfeb09,"(1S,3R,4R,5S)-methyl 3-acetoxy-5-azido-4-(((2S,3S,4R,5R,6S)-3,4,5-tris(benzyloxy)-6-methyltetrahydro-2H-pyran-2-yl)oxy)cyclohexanecarboxylate"
199,710ccc44-3e87-4d1e-9961-4c5ac405fcb0,"(1S,3R,5R,7S)-3-Aminoadamantan-1-ol"
200,d8c170b9-4b45-4807-9b4e-d05f026ec727,"(1S,3S)-3-((Z)-2-chloro-3,3,3-trifluoroprop-1-en-1-yl)-2,2-dimethylcyclopropane-carboxylic acid"
201,00036523-251c-473b-91b2-10dbf3d21a71,"(1S,3S,5R,6R)-(4-nitrophenylmethyl)-1-dioxo-6-phenylacetamido-penam-3-carboxylate [P-NITROBENZYLESTER PGSO]"
202,ec52acc8-3d3e-4f0b-b273-78c24c3aec96,"(1S,3S,5S)-2-azabicyclo[3.1.0]hexane-3-carboxamide"
203,30723b01-0076-4a94-a33f-f813b37948f4,"(1S,4R)-1-methyl-4-(prop-1-en-2-yl)cyclohex-2-en-1-ol"
204,23e317d9-d9ed-4fe4-b663-2b82ba99323c,"(1S,4R,4aS,9aR)-4,4a,9,9a-tetrahydro-1H-1,4-methanofluorene"
205,9bd4b87e-dac7-4c9f-8548-7283155be895,"(1S,4R,6R,7R)-(4-nitrophenylmethyl)3-methylene-1-oxo-7-phenylacetamido-cepham-4-carboxylate [G-EXOMETHYLENE SULFOXIDE ESTER]"
206,8aa457c4-9222-4297-b45c-2bea738e4d2c,"(1S,4S)-1,4-bis(4-chloro-2-fluoro-5-nitrophenyl)butane-1,4-diol"
207,1e3517dd-db09-4fe4-ba4f-9558a5719a3e,"(1S,4S)-1,4-bis(4-chloro-2-fluoro-5-nitrophenyl)butane-1,4-diyl dimethanesulfonate"
208,6f0b2db7-3a73-49c6-9674-eff3fb192042,"(1S,5S)-2,6,6-trimethylbicyclo[3.1.1]hept-2-ene"
209,eba78052-a290-4b8e-a757-4787fb1642f8,"(1S,6S)-2,8-Diazabicyclo[4.3.0]nonane"
210,0199d1a7-1ba9-4890-998e-68024a2dee99,"(1S,7S,8S,8aR)-8-{2-[(2R,4R)-4-hydroxy-6-oxotetrahydro-2H-pyran-2-yl]ethyl}-7-methyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl(2S)-2-methylbutanoate"
211,d324e972-5442-4248-8a6f-11f9850323df,(1S-cis)-4-(2-amino-6-chloro-9H-purin-9-yl)-2-cyclopentene-1-methanol hydrochloride
212,ebf225d4-cd38-4e98-8a3b-167cdf53fa73,(1S-cis)-4-(2-amino-6-chloro-9H-purin-9-yl)-2-cyclopentene-1-methanol hydrochloride
213,fe59d0dc-a817-4c28-958c-9b698ecd6181,"(1S-cis)-4-(3,4-dichlorophenyl)-1,2,3,4-tetrahydro-N-methyl-1-naphthalenamine 2-hydroxy-2-phenylacetate"
214,da465419-de9a-41e0-82f4-b161c1cf0b10,"(1S-cis)-4-(3,4-dichlorophenyl)-1,2,3,4-tetrahydro-N-methyl-1-naphthalenamine 2-hydroxy-2-phenylacetate [SERTRALINE STEP 2]"
215,9ff2486a-7af3-41be-b657-502b6aca953a,"(1S-endo)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-ol"
216,b25425ba-2977-4a78-a5a7-ba6f54025e53,"(1Z)-1-Chloro-2,3,3-trifluoroprop-1-ene"
217,05a2faf7-171f-4ce8-be17-3d784039aacd,"(1Z,3R,4R,5S,6R,9R,10S,11S,12R,13R,15R)-10-[(2,6-dideoxy-3-C-methyl-3-O-methyl--L-ribo-hexopyranosyl)oxy]-6-ethyl-4,5-dihydroxy-3,5,9,11,13,15-hexamethyl-12-[[3,4,6-trideoxy-3-(dimethylamino)--D-xylo-hexopyranosyl]oxy]- 7,16-Dioxa-2-azabicyclo[11.2.1]hexadec-1-en-8-one"
218,fe8c86c1-1c74-4a0e-aeb9-be0e8d1adfa3,"(1α,2α,5α)-2,2,6-trimethylbicyclo[3.1.1]heptan-2-ol"
219,c4c1125e-5004-4003-aafb-dcdad13d66b7,"(1α,2β,4β,6α)-2,2,7-trimethyl-3-oxatricyclo[4.1.1.02,4]octane"
220,de9777cc-fb9d-4e85-b624-b4424409e5db,"(1α,2β,5α)-2,6,6-trimethylbicyclo[3.1.1]heptane"
221,9a71344f-bd44-4b94-89f2-bfdb8200657d,"(1α5α6α)-6-nitro-3-benzyl-3-azabicyclo[3,1,0]hexane methanesulfonate salt [CP-141,845-27]"
222,6c6a44bf-e4f0-4f8e-9aa3-9656174172cf,"(1-λ1-oxidanyl-2,2,6,6-tetramethylpiperidin-4-yl) benzoate"
223,e9c11eec-552d-4aef-8f78-bb5687c34374,"(2-((2 S,3 S)-2-(( S)-3-( tert-butoxy)-2-(( S)-2-(( S)-4-( tert-butoxy)-2-(( S)-3-( tert-butoxy)-2-((2 S,3 R)-3-( tert-butoxy)-2-(( S)-2-((2 S,3 R)-3-( tert-butoxy)-2-(2-(( S)-5-( tert-butoxy)-2-(2-(( S)-3-(4-( tert-butoxy)phenyl)-2-(( tert-butoxycarbonyl)amino)propanamido)-2-methylpropanamido)-5-oxopentanamido)acetamido)butanamido)-3-phenylpropanamido)butanamido)propanamido)-4-oxobutanamido)-3-(4-( tert-butoxy)phenyl)propanamido)propanamido)-3-methylpentanamido)-2-methylpropanoyl)- L-leucine"
224,80c1036a-b802-423d-9afc-8a925b08c558,"(2-(1,3-dioxolan-2-yl)ethyl)triphenylphosphonium bromide [DWS]"
225,3615cb62-3c58-4e3f-b361-d47e9ee157ab,(2-(1-Chlorocyclopropyl)-3-(2-chlorophenyl)propyl)hydrazine
226,fda65731-34bc-4244-aae8-9949275984d7,(2-(1-isopropyl-1H-pyrazol-5-yl)pyrid-3-yl)methanol hydrochloride (1:1)
227,9a9afdaa-a352-47b6-8036-cd4c38165ccf,(2-(2-hydroxyethoxy)ethyl) oxo(phenyl)acetate;reaction mass of: 2-(2-((oxo(phenyl)acetyl)oxy)ethoxy)ethyl oxo(phenyl)acetate
228,9cdacf60-c82a-4e48-8f80-f56cd5e058fc,(2-(aminomethyl)phenyl)acetylchloride hydrochloride [X-17-17]
229,8aed5b6c-2fb2-4c4c-b631-fef01bfa2ec0,(2-(methylamino)pyridin-3-yl)methyl N-(tert-butoxycabonyl)-N-methylglycinate
230,1d4b238a-79fd-4911-944a-df01a0cb8c18,"(2,2'-(3,3'-dioxidobiphenyl-4,4'-diyldiazo)bis(6-(4-(3-(diethylamino)propylamino)-6-(3-(diethylammonio)propylamino)-1,3,5-triazin-2-ylamino)-3-sulfonato-1-naphtholato))dicopper(II) acetate lactate [BLUE 10 25 964]"
231,ba139058-3e7c-4881-a6c5-1f893ada43ad,"(2,2'-(3,3'-dioxidobiphenyl-4,4'-diyldiazo)bis(6-(4-(3-(diethylamino)propylamino)-6-(3-(diethylammonio)propylamino)-1,3,5-triazin-2-ylamino)-3-sulfonato-1-naphtholato))dicopper(II) acetate lactate [BLUE 10 25 964]"
232,3de2fbd2-475c-4e11-a8cd-5dca4105edc4,"(2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoroheptyl)oxirane"
233,b80a3756-43d4-4ce6-bd43-ff8627de24b2,"(2,2,8-trimethyl-4H-[1,3]dioxino[4,5-c]pyridin-5-yl)methanol hydrochloride"
234,9e9a6ae3-f23b-4469-beed-a562e4ff9a82,"(2,2-diethoxyethyl)dimethylamine"
235,c38f35c4-ff21-4206-8f7d-d5c7dc6fee7f,"(2,2-dimethoxyethoxy)benzene"
236,c601e6b0-ed49-41da-8dbc-0bbfe564b20b,"(2,2-dimethyl-1,3-dioxolan-4-yl)methyl methacrylate"
237,1f5380fb-dc84-4a05-baa0-b3b361ebfc00,"(2,3,5,6-tetrafluoro-4-methylphenyl)methanol"
238,7cae2c4a-4aa3-4198-8bdc-1ccf4d5c8ecd,"(2,3-dichlorophenyl)oxoacetonitrile"
239,e250003c-6898-429f-958f-2c03d81b13be,"(2,3-dimethylbut-2-yl)-trimethoxysilane"
240,7da0b74f-155d-4b60-83b3-0fb1f050a582,"(2,4,6-trioxo-1,3,5-triazine-1,3,5(2H,4H,6H)-triyl)tri-2,1-ethanediyl triacrylate"
241,a919790e-a07e-4169-98f2-631e4a32ac83,"(2,4,6-trioxo-1,3,5-triazine-1,3,5(2H,4H,6H)-triyl)triethane-2,1-diyl tris(3-mercaptopropionate)"
242,80da9447-653a-44c3-ae16-244cb4160985,"(2,4,6-trioxo-2H,4H,6H-1,3,5-triazine-1,3,5-triyl)triethylene tri(acetoacetate) [CD 26-155]"
243,fd07f563-0975-4443-89fc-342b283ac1fe,"(2,4,6-trioxotriazine-1,3,5(2H,4H,6H)-triyl)tris(hexamethylene) isocyanate"
244,93aed766-b1fb-4cbc-8109-20bb67ab7215,"(2,4-diaminopteridin-6-yl)methanol hydrobromide"
245,e183466f-ec0e-4cce-850e-a39cc034ac52,"(2,4-dibromophenyl)methanol"
246,9215b186-5d83-411e-9b7c-43d0a78fbe3e,"(2,4-Difluorophenyl)(4-Fluorophenyl)methanone"
247,df88644a-8ac1-42d8-ac17-f13331f3603d,"(2,4-dioxo-1,3-benzoxazin-7-yl) ethyl carbonate"
248,771bcc69-d2a2-4b3e-af02-fd5dc66bd175,"(2,5-dichloropentyl)ammonium chloride"
249,400b1299-31ee-494c-baf5-c9e576676452,"(2,5-dimethyl-2,3-dihydro-1H-inden-2-yl)methanol"
250,ba5268fa-f4e1-486a-b94e-8dbff621b104,"(2,5-dimethyl-2,3-dihydro-1H-inden-2-yl)methanol"
251,9c10da32-b853-4b98-bdb5-82ffc10802f2,"(2,5-dioxopyrrolidin-1-yl)-9H-fluoren-9-ylmethyl carbonate"
252,eb5f0d5f-a919-4a8b-bb90-ded16c9637c9,"(2,5-dioxopyrrolidin-1-yl)-9H-fluoren-9-ylmethyl carbonate"
253,85fecd8f-ce8c-4519-aabb-71de3e122839,"(2,6-xylyloxy) acetic acid"
254,477267d2-5e37-4a12-aeb7-0d93c043cd2b,"(20R,25R)-spirost-5-en-3β-ol"
255,7d4c1463-b7b2-445e-b2f0-75c0f7162fd1,"(22S)-22-carboxy-1-[(2,5-dioxo-1-pyrrolidinyl)oxy]-1,10,19,24-tetraoxo-3,6,12,15-tetraoxa-9,18,23-triazahentetracontan-41-oic acid"
256,e7fa30b4-eedb-4c25-a77e-a015033df195,"(25S)-25-Cyclohexyl-5-O-demethyl-25-de(1-methylpropyl)-22,23-dihydroavermectin A1a"
257,16be40d8-da62-4232-828f-ea9cad18d4f8,(2-bromo-5-fluorophenyl)methanol
258,f1706b33-ac52-44b2-96e8-683687576780,(2-bromophenyl)acetonitrile
259,3758ce43-1247-496f-8a1b-ed9a18563181,(2-butoxyethoxy)acetic acid
260,4cd16955-92d0-4599-b8a6-3163abb9b694,(2-butyl-5-nitrobenzofuran-3-yl)[4-(3-dibutylaminopropoxy)phenyl]methanone
261,9ca06773-fa5c-4fec-ad89-e0af449e97f1,"(2-butylbenzofuran-3-yl) (4-hydroxy-3,5-diiodophenyl) ketone"
262,4eaf3ea5-a2b5-4d9a-a034-62afc097e5c3,(2-butylbenzofuran-3-yl) (4-hydroxyphenyl) ketone
263,e862c85f-7950-424a-ba32-e290c7fb99c1,(2-butylbenzofuran-3-yl) (4-methoxyphenyl) ketone
264,5ff6a35d-ed11-42cd-818f-d526e6981d93,"(2-carbamimidamido-1,3-thiazol-4-yl)methyl carbamimidothioate dihydrochloride"
265,724d0167-0ca7-4ddf-b731-8ceb629b1d9d,"(2-chloro-1,1-dimethylethyl)benzene"
266,babb915a-e22c-43c7-b752-3879ae7fe63f,(2-chloro-5-iodophenyl)(4-methoxyphenyl)methanone
267,63d309ea-a8cb-44a2-983c-fbdb865dbdab,(2-chloroethyl)(3-hydroxypropyl)ammonium chloride [CLETOPROPAMINHYDROCHLORID]
268,4a4448e1-c00c-40e9-ab19-fb6b0801184a,(2-chlorophenyl) acetate
269,794e66ef-f41c-4ef6-93bf-023c651b4af8,(2-chloropyrid-3-yl)methanol
270,e5373ecf-f9b7-42c4-a4cd-630ff7a902e2,(2-cyano-1-methylethyl)dodecylethylsulphonium tetrafluoroborate(1-)
271,f81629d9-6a39-4107-bce4-79c679db6f0b,"(2E)-1,1,1,4,4,4-hexafluoro-2-butene"
272,ae78dfd9-b01c-4446-9084-12a6615a359b,(2E)-2-(4-methylbenzylidene)heptanal
273,1c83711a-63e0-49f9-9f9d-f4a60fc164c9,"(2E)-2-ethyl-4-(2,2,3-trimethylcyclopent-3-en-1-yl)but-2-en-1-ol"
274,f5bbea44-6b7e-4a9d-b911-50e707ee5cb6,(2E)-2-methyl-3-(4-methylphenyl)prop-2-en-1-ol
275,cf775739-1c8f-4bd0-837f-022042202b56,(2E)-2-methyl-3-phenylacrylaldehyde
276,f7ac72b4-49ab-458e-b9cf-9650997a75f2,"(2E)-3-(4-AMINO-3,5-DIMETHYLPHENYL)PROP-2-ENENITRILE"
277,45cf7306-1e6d-4bd4-bfdd-ccf27092d09d,"(2E)-3,7-dimethylocta-2,6-dien-1-amine"
278,88bbc2fd-3183-4b48-89ce-913a416cda3e,(2E)-3-[(tert-butoxycarbonyl)(propan-2-yl)amino]-2-(4-chlorophenyl)prop-2-enoic acid
279,f7ccc54b-e114-4d81-a084-9beba3ff1e04,(2E)-3-Phenylacrylaldehyde
280,0e155448-2d48-4500-bdac-f9653df7b084,"(2E)-4,4,4-trifluorobut-2-en-1-ol"
281,c530be73-95fe-4feb-9b2f-6b579ae6e4aa,"(2E)-N,N-diethyl-3,7-dimethyl-octa-2,6-dien-1-amine"
282,279db7cc-d6f9-47cf-a5f7-7bcbbf63de66,"(2E,2'E)-2,4,8,10-tetraoxaspiro[5.5]undecane-3,9-diylbis(2-methylpropane-2,1-diyl) bis(2-cyano-3-(3,4-dimethoxyphenyl)acrylate)"
283,fbbd74e3-78f6-4ce6-ad68-4d0d18b28d73,"(2E,4E)-2,4-decadienoic acid"
284,c29c06ba-02cb-46a4-aff3-9460dc147dad,"(2E,4E)-2-methyl-5-phenyl-penta-2,4-dienal"
285,da37fc46-9159-4723-834c-9c1c26dd7647,"(2E,4E,7S)-11-methoxy-3,7,11-trimethyldodeca-2,4-dienoic acid, ammonium salt (1:1)"
286,a42ee121-fc3f-48c6-abe8-fb30ab7d3fde,"(2E,4R)-5-{[1,1’-biphenyl]-4-yl}-4-[(tert-butoxycarbonyl)amino]-2-methylpent-2-enoic acid"
287,5d899e9d-6154-4f3c-891a-39d40cba97c2,(2-ethoxy-1-methyl-2-oxoethyl)triphenylphosphonium bromide
288,d4b72588-0f2b-4491-ba46-28a769c36202,(2-ethoxy-1-methyl-2-oxoethyl)triphenylphosphonium bromide
289,885d2e8d-28aa-4920-b94e-8decc302b253,"(2-ethyl-2-methyl-1,3-dioxolan-4-yl)methyl prop-2-enoate"
290,e6789b95-658d-4ce0-bf6e-f0a6702a013e,(2-ethylhexanoato-O)oxoaluminium
291,41173054-b277-4706-8806-20b0494c316c,"(2-formamido-1,3-thiazol-4-yl)(oxo)acetic acid"
292,142d60ef-b62f-4450-ae2a-7211a3d6fe1a,(2H)chloroform
293,a93e1ce8-b81c-4756-8e14-3f77965eba3a,"(2-hydroxy-1,1-dimethylethyl)ammonium toluene-4-sulphonate"
294,ccb184b1-2268-4778-bc06-31b1198f7b4e,"(2-hydroxy-3-(3,4-dimethyl-9-oxo-10-thiaanthracen-2-yloxy)propyl)trimethylammonium chloride"
295,f04c8ad9-b76c-4076-8062-cb64ba01be48,(2-hydroxy-3-sulphopropyl)dimethyl[3-[(1-oxododecyl)amino]propyl]ammonium hydroxide
296,6285eb75-ff2e-4653-8978-845780459442,(2-hydroxyethyl)(3-hydroxypropyl)dimethylammonium chloride
297,70cc3489-bf26-4c8a-b44b-1b666b2b24b3,(2-hydroxyethyl)ammonium mercaptoacetate
298,6acacbf6-3263-4fb3-9c55-753d8a86ae98,(2-hydroxyethyl)ammonium nitrate
299,2b7fbc01-2fb8-40cc-b92d-cf9a29bc9c4b,(2-hydroxypropyl)ammonium citrate
300,fa5f21e4-3799-4534-aa95-2d9950aa205c,(2-hydroxypropyl)trimethylammonium 2-ethylhexanoate
301,a0bb29a9-bd35-45e3-9dff-2e085a4b723d,(2-hydroxypropyl)trimethylammonium chloride
302,86d69e0e-db14-4cc1-b182-67fa297fe2c3,(2-hydroxypropyl)trimethylammonium formate
303,0da491bb-996b-4fb0-b318-6f089130a4e8,(2-methoxyethyl)benzene
304,b5b45792-83ba-48cd-81ce-384516fd0f02,(2-methoxymethylethoxy)propanol
305,3eb1d3ca-ae91-4a39-84b9-58687c7e2693,(2-methyl-5-propan-2-ylcyclopentyl) propanoate
306,7966d5fb-f932-450b-9a7a-5060eab83bd3,(2-methylpropyl)lithium; isobutyllithium
307,74b6202b-dbd1-4ba7-9c4e-64e71ab8f7f4,"(2-oxo-2-phenylmethoxyethyl) 2-[2-(2,6-dichloroanilino)phenyl]acetate"
308,a9dc43f8-f5f2-4984-a4a2-10bc086b7e8c,"(2R-(2α,3Z,5α))-3-(2-hydroxyethylidene)-7-oxo-4-oxa-1-azabicyclo[3.2.0]heptane-2-carboxylic acid, 1:1 salt with 2,4,4-Trimethylpentan-2-amine"
309,5c125ac2-90db-4787-93e0-e62e873a3c79,(2R)-[(methoxycarbonyl)amino](phenyl)acetic acid
310,6cd21ed0-36e6-438a-9325-3161a84be6e9,"(2R)-1-(2,4-difluorophenyl)-2-((tetrahydro-2H-pyran-2-yl)oxy)propan-1-one"
311,d376b5fe-374e-4903-a480-5fd6018dcd74,(2R)-1-{5-Amino-2-[1-(benzyloxy)-2-méthyl-2-propanyl]-6-fluoro-1H-indol-1-yl}-3-(benzyloxy)-2-propanol
312,3503d9c2-ae00-48f4-8cf2-528e1b889552,(2R)-1-morpholino-2-((tetrahydro-2H-pyran-2-yl)oxy)propan-1-one
313,eff0ce4d-de55-4c9f-a95c-efacf7e002ac,"(2R)-2-(2,4-difluorophenyl)-1,1-difluoro-1-{5-[4-(2,2,2-trifluoroethoxy)phenyl]pyridin-2-yl}-3-(1H-tetrazol-1-yl)propan-2-ol"
314,c8018b64-14bc-4cfa-8d0d-8bca8c2969ce,"(2R)-2-(2,5-difluorophenyl)pyrrolidine, (2R,3R)-2,3-bis[(4-methoxybenzoyl)oxy]butanedioic acid"
315,760a4757-9d5d-4ea1-87e6-8fbd39079c91,(2R)-2-(2-chlorophenyl)-2-hydroxyethanoic acid
316,5cff0452-ba1a-4493-b5df-c46fc29f97c7,"(2R)-2-(3-Benzoylphenyl)propanoic acid, 1-Deoxy-1-(octylamino)-D-glucitol salt"
317,b8f4cb1e-1bb7-4a1a-a885-63167030d858,(2R)-2-amino-2-phenylacetamide
318,bd20977f-454a-4591-b1bb-10f805312d8a,(2R)-2-aminobutan-1-ol L-tartrate monohydrate
319,367783c1-5814-46d1-a73a-41f31e024b8a,(2'R)-2'-deoxy-2'-fluoro-2'-methyluridine
320,e21c116e-2572-4ede-94df-9b6fa4707cc0,"(2R)-3-(acetyloxy)-2-[(2-amino-6-oxo-6,9-dihydro-3H-purin-9-yl)methoxy]propyl (2S)-2-amino-3-methylbutanoate hydrochloride"
321,6984356e-0870-4c03-aa18-a53ef9d00b80,"(2R)-3-cyano-2-hydroxy-N,N,N-trimethylpropan-1-aminium chloride"
322,e247dc77-cea7-4112-97ac-0cc4ade8be83,(2R)-4-hydroxybutan-2-aminium (2S)-hydroxy(phenyl)acetate
323,4cad6c64-eb60-44bf-9782-a0d378672ba0,(2R)-6-fluoro-2-(oxiran-2-yl)chromane
324,af7146ab-3ab4-4f24-b1e7-b7c87b62f503,"(2R)-N-(2,6-Dimethylphenyl)-1-propylpiperidine-2-carboxamide - (2R,3R)-2,3-dihydroxysuccinic acid - propan-2-ol (2:1:1)"
325,1b5750b6-825e-476b-98ce-ec521b70b032,(2R*)-1-[4-(benzyloxy)phenyl]-1-oxo-N-[(2R*)-1-phenoxypropan-2-yl]propan-2-aminium chloride
326,f195cd08-3025-4d9e-9f87-b945a0e0b46b,"(2R*,3S*)-2-(2,4-difluorophenyl)-3-(5-fluoro-4-pyrimidinyl)-1-(1H-1,2,4-triazol-1-yl)butan-2-ol (1R)-10-camphorsulfonate"
327,2ee8d752-a703-426b-bed3-da9c4f4661ca,"(2R*,3S*)-2-acetyl-1,2,3,4,5,6,7,8-octahydro-2,3,8,8-tetramethylnaphthalene;reaction mass of: (1R*,2S*)-2-acetyl-1,2,3,4,5,6,7,8-octahydro-1,2,8,8-tetramethylnaphthalene"
328,594945be-aca6-47b5-926a-b71be93e6726,"(2R,3R)-2-(2,4-difluorophenyl)-1-(1H-1,2,4-triazol-1-yl)butane-2,3-diol methanesulfonate"
329,f0730696-4c2e-4e79-9b9e-e2412005c81d,"(2R,3R)-2,3-Dihydroxybutanedioic acid-(2S)-N-(2,6-dimethylphenyl)-1-propylpiperidine-2-carboxamide (1/1)"
330,1ca54f08-b058-4cc0-8889-b88136ea9f24,"(2R,3R)-3-((R)-1-(tert-butyldimethylsiloxy)ethyl)-4-oxoazetidin-2-yl acetate [4-AA; AOSA; AZETIDONE-KANEKA; GR91990X]"
331,caee121e-e1e5-41ad-b477-fb8c5c7fc0fd,"(2R,3R)-3-((R)-1-(tert-butyldimethylsiloxy)ethyl)-4-oxoazetidin-2-yl acetate [4-AA; AOSA; AZETIDONE-KANEKA; GR91990X]"
332,ecf94559-e574-42df-9ea4-abed7c461c01,"(2R,3R)-3-((R)-1-(tert-butyldimethylsiloxy)ethyl)-4-oxoazetidin-2-yl acetate [4-AA; AOSA; AZETIDONE-KANEKA; GR91990X]"
333,e25c004d-aef2-4113-8371-421f2783afb1,"(2R,3R)-3-(2,5-difluorophenyl)-3-hydroxy-2-methyl-4-[1,2,4]triazol-1-yl-thiobutyramide"
334,51faa72a-8a36-4f9a-83d4-6ddbc9ff4293,"(2R,3R)-3-(3-(Benzyloxy)phenyl-2-methylpentanoic acid"
335,a0052554-2dbe-4468-9414-b9f075e77d28,"(2R,3R)-3(3-methoxyphenyl)-N,N,2-trimethyl pentane-1-amine hydrochloride"
336,192fdef9-bdd1-47f4-8f13-61ddda4e26c1,"(2R,3R)-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromen-3-yl 3,4,5-trihydroxybenzoate"
337,a5fe8117-5ac9-417e-82b8-997b9fec0304,"(2R,3R,11bR)-3-Isobutyl-9,10-dimethoxy-1,3,4,6,7,11b-hexahydro-2H-pyrido[2,1-a]isoquinolin-2-ol [(1S,4R)-7,7-Dimethyl-2-oxobicyclo[2.2.1]hept-1-yl]methanesulfonic acid"
